"('Oferta prywatna',)","('Piękne 3 pokojowe mieszkanie',)","('Warszawa, Mokotów, ul. Bernardyńska',)","('751889',)","('10700',)","('70,27',)","('3',)","('wtórny',)","('blok',)","('> 10',)","('13',)","('Brak danych',)","('1990',)",pełna własność
"('Oferta biura nieruchomości',)","('Osiedle blisko Galerii Mokotów! Dobra komunikacja!',)","('Warszawa, Mokotów, ul. Cybernetyki',)","('772905',)","('8500',)","('90,93',)","('4',)","('pierwotny',)","('apartamentowiec',)","('parter',)","('7',)","('inne',)","('Brak danych',)",Brak danych
"('Oferta biura nieruchomości',)","('Osiedle na malownicznym Marysinie Wawerskim!',)","('Warszawa, Wawer, ul. Goździków',)","('639485',)","('7550',)","('84,70',)","('4',)","('pierwotny',)","('apartamentowiec',)","('1',)","('5',)","('inne',)","('Brak danych',)",Brak danych
"('Oferta biura nieruchomości',)","('Wygodne mieszkanie na sprzedaż, 200m Świętokrzyska',)","('Warszawa, Śródmieście, Powiśle',)","('459000',)","('16393',)","('28',)","('1',)","('wtórny',)","('blok',)","('> 10',)","('15',)","('Brak danych',)","('1970',)",Brak danych
"('Oferta biura nieruchomości',)","('Mieszkanie, 69,28 m², Warszawa',)","('Warszawa, Praga-Południe',)","('665000',)","('9599',)","('69,28',)","('3',)","('wtórny',)","('blok',)","('1',)","('3',)","('Brak danych',)","('2010',)",Brak danych
"('Oferta biura nieruchomości',)","('gratis jedno miejsce, klucze zaraz, dni otwarte',)","('Warszawa, Praga-Południe, niedaleko Ronda Wiatraczna',)","('460500',)","('8512',)","('54,10',)","('3',)","('pierwotny',)","('blok',)","('3',)","('5',)","('Brak danych',)","('2019',)",Brak danych
"('Oferta biura nieruchomości',)","('2 w cenie jednego! Dni Otwarte W Ten Weekend',)","('Warszawa, Praga-Południe, niedaleko Ronda Wiatraczna',)","('601000',)","('7646',)","('78,60',)","('4',)","('pierwotny',)","('blok',)","('1',)","('5',)","('Brak danych',)","('2019',)",Brak danych
"('Oferta biura nieruchomości',)","('1 + drugi za grosz *oferta limitowana, ten weekend',)","('Warszawa, Praga-Południe, niedaleko Ronda Wiatraczna',)","('516800',)","('8467',)","('61,04',)","('4',)","('pierwotny',)","('blok',)","('4',)","('5',)","('Brak danych',)","('2019',)",Brak danych
"('Oferta biura nieruchomości',)","('wprowadź się przed świętami, idealne połączenie',)","('Warszawa, Praga-Południe, 10 min Rondo Wiatraczna ',)","('475794',)","('8900',)","('53,46',)","('3',)","('pierwotny',)","('Brak danych',)","('4',)","('5',)","('Brak danych',)","('2019',)",Brak danych
"('Oferta biura nieruchomości',)","('najkorzystniejsza cena, rewelacyjne balkony',)","('Warszawa, Białołęka, zielona Białołęka',)","('199801',)","('6343',)","('31,50',)","('1',)","('pierwotny',)","('blok',)","('1',)","('3',)","('Brak danych',)","('2020',)",Brak danych
"('Oferta biura nieruchomości',)","('2 pokoje, 39m2, Mokotów-kup i zacznij zarabiać',)","('Warszawa, Mokotów, Leśnej Jeżyny',)","('427759',)","('10968',)","('39',)","('3',)","('pierwotny',)","('apartamentowiec',)","('2',)","('6',)","('Brak danych',)","('2020',)",Brak danych
"('Oferta biura nieruchomości',)","('Apartament 73m2- nowoczesne budownictwo',)","('Warszawa, Mokotów, Leśnej Jeżyny',)","('635201',)","('8701',)","('73',)","('4',)","('pierwotny',)","('apartamentowiec',)","('1',)","('6',)","('Brak danych',)","('2020',)",Brak danych
"('Oferta biura nieruchomości',)","('Twoja nowa kawalerka na Mokotowie- zadzwoń.',)","('Warszawa, Mokotów, Leśnej Jeżyny',)","('360294',)","('12868',)","('28',)","('1',)","('pierwotny',)","('apartamentowiec',)","('5',)","('6',)","('Brak danych',)","('2020',)",Brak danych
"('Oferta biura nieruchomości',)","('Ładne 3 pokoje na Mokotowie - dobra komunikacja',)","('Warszawa, Mokotów, Leśnej Jeżyny',)","('608730',)","('10495',)","('58',)","('3',)","('pierwotny',)","('apartamentowiec',)","('1',)","('6',)","('Brak danych',)","('2020',)",Brak danych
"('Oferta biura nieruchomości',)","('Przestronne mieszkanie dla rodziny, super rozkład!',)","('Warszawa, Wawer, ul. Goździków',)","('701632',)","('7600',)","('92,32',)","('4',)","('pierwotny',)","('apartamentowiec',)","('1',)","('5',)","('inne',)","('Brak danych',)",Brak danych
"('Oferta biura nieruchomości',)","('Świetna cena, oddanie już w styczniu!',)","('Warszawa, Mokotów, ul. Cybernetyki',)","('674130',)","('11500',)","('58,62',)","('3',)","('pierwotny',)","('apartamentowiec',)","('7',)","('7',)","('inne',)","('Brak danych',)",Brak danych
"('Oferta biura nieruchomości',)","('Piękne, jasne mieszkanie 2-pokojowe, blisko plaża',)","('Warszawa, Wilanów',)","('575000',)","('10493',)","('54,80',)","('2',)","('wtórny',)","('apartamentowiec',)","('1',)","('2',)","('cegła',)","('2009',)",pełna własność
"('Oferta biura nieruchomości',)","('Wilanów, 74 mkw. 3 pokoje, dwustronne, ciche',)","('Warszawa, Wilanów',)","('898000',)","('12088',)","('74,29',)","('3',)","('wtórny',)","('apartamentowiec',)","('2',)","('4',)","('cegła',)","('2009',)",pełna własność
"('Oferta biura nieruchomości',)","('Bardzo ładne mieszkanie 3 pokojowe ogródek Wilanów',)","('Warszawa, Wilanów, ul. Prymasa Augusta Hlonda',)","('965000',)","('11681',)","('82,61',)","('3',)","('wtórny',)","('apartamentowiec',)","('parter',)","('4',)","('Brak danych',)","('Brak danych',)",pełna własność
"('Oferta biura nieruchomości',)","('Małe, przytulne mieszkanie w Falenicy.',)","('Warszawa, Wawer, Falenica',)","('285000',)","('7798',)","('36,55',)","('2',)","('wtórny',)","('blok',)","('2',)","('3',)","('Brak danych',)","('2008',)",Brak danych
"('Oferta biura nieruchomości',)","('4 pokoje, 15 min Centrum, dwa garaże',)","('Warszawa, Praga-Południe, Grochowska',)","('440520',)","('8009',)","('55',)","('4',)","('wtórny',)","('blok',)","('3',)","('5',)","('cegła',)","('2019',)",pełna własność
"('Oferta prywatna',)","('Bezpośrednio kawalerka, stan developerski 38,5 m2.',)","('Warszawa, Bemowo, ul. Lazurowa',)","('395000',)","('10260',)","('38,50',)","('1',)","('wtórny',)","('apartamentowiec',)","('1',)","('6',)","('pustak',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('Czteropokojowe mieszkanie na Gocławiu',)","('Warszawa, Praga-Południe, Gocław',)","('598000',)","('7185',)","('83,23',)","('4',)","('wtórny',)","('blok',)","('4',)","('4',)","('wielka płyta',)","('1992',)",pełna własność
"('Oferta prywatna',)","('Klinkierowa, OCHOTA, wykończone, cisza i spokój',)","('Warszawa, Ochota',)","('419000',)","('10744',)","('39',)","('2',)","('pierwotny',)","('Brak danych',)","('4',)","('4',)","('beton',)","('2019',)",pełna własność
"('Oferta prywatna',)","('Ładne mieszkanie na Żoliborzu Artystycznym',)","('Warszawa, Żoliborz, Sady Żoliborskie',)","('430000',)","('14007',)","('30,70',)","('1',)","('pierwotny',)","('blok',)","('parter',)","('Brak danych',)","('Brak danych',)","('2020',)",spółdzielcze wł. z KW
"('Oferta prywatna',)","('2 pok. z ogródkiem + 2 miejsca postojowe i komórka',)","('Warszawa, Bemowo',)","('700000',)","('13834',)","('50,60',)","('2',)","('wtórny',)","('blok',)","('parter',)","('2',)","('Brak danych',)","('Brak danych',)",Brak danych
"('Oferta biura nieruchomości',)","('Atrakcyjne 4-pokoje dla rodziny! Stan idealny!',)","('Warszawa, Ursynów, Stanisława Kazury',)","('699000',)","('8292',)","('84,30',)","('4',)","('wtórny',)","('blok',)","('3',)","('3',)","('wielka płyta',)","('1990',)",spółdzielcze własnościowe
"('Oferta prywatna',)","('Mieszkanie na Mokotowskiej w kamienicy 66m² + 22m²',)","('Warszawa, Śródmieście, ul. Mokotowska',)","('1395000',)","('15852',)","('88',)","('3',)","('wtórny',)","('kamienica',)","('2',)","('4',)","('cegła',)","('1936',)",pełna własność
"('Oferta biura nieruchomości',)","('Odbierz Klucze Jeszcze W Tym Roku !',)","('Warszawa, Targówek',)","('389500',)","('9191',)","('42,38',)","('2',)","('pierwotny',)","('Brak danych',)","('parter',)","('2',)","('Brak danych',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('Trzypokojowe mieszkanie z miejscem parkingowym',)","('Warszawa, Białołęka, Grodzisk',)","('455000',)","('6472',)","('70,30',)","('3',)","('wtórny',)","('blok',)","('1',)","('3',)","('Brak danych',)","('2003',)",Brak danych
"('Oferta biura nieruchomości',)","('Mieszkanie do remontu - Ochota',)","('Warszawa, Ochota, Jasielska',)","('459000',)","('9978',)","('46',)","('3',)","('wtórny',)","('blok',)","('9',)","('10',)","('wielka płyta',)","('1969',)",spółdzielcze własnościowe
"('Oferta biura nieruchomości',)","('Ustawne, przestronne mieszkanie w ładnej okolicy!',)","('Warszawa, Wawer, ul. Goździków',)","('494037',)","('7651',)","('64,57',)","('3',)","('pierwotny',)","('apartamentowiec',)","('1',)","('5',)","('inne',)","('Brak danych',)",Brak danych
"('Oferta biura nieruchomości',)","('Mieszkanie, 34,25 m², Warszawa',)","('Warszawa, Rembertów',)","('260000',)","('7591',)","('34,25',)","('2',)","('wtórny',)","('Brak danych',)","('3',)","('5',)","('Brak danych',)","('2018',)",pełna własność
"('Oferta biura nieruchomości',)","('3 pokoje, Bemowo ul. Wrocławska',)","('Warszawa, Bemowo',)","('725000',)","('10211',)","('71',)","('3',)","('wtórny',)","('apartamentowiec',)","('1',)","('3',)","('cegła',)","('2005',)",pełna własność
"('Oferta biura nieruchomości',)","('3 pokoje w doskonałej cenie! OKAZJA!',)","('Warszawa, Wawer, ul. Goździków',)","('430610',)","('8350',)","('51,57',)","('3',)","('pierwotny',)","('apartamentowiec',)","('5',)","('5',)","('inne',)","('Brak danych',)",Brak danych
"('Oferta prywatna',)","('Nowa cena Metro 42 m2, 2 pok. Praga Północ Bohema',)","('Warszawa, Praga-Północ, ul. Szwedzka',)","('479750',)","('11315',)","('42,40',)","('2',)","('pierwotny',)","('apartamentowiec',)","('1',)","('6',)","('Brak danych',)","('2020',)",pełna własność
"('Oferta biura nieruchomości',)","('2 pokoje z balkonem - Łazienki Królewskie',)","('Warszawa, Mokotów',)","('460000',)","('12105',)","('38',)","('2',)","('wtórny',)","('blok',)","('1',)","('4',)","('cegła',)","('1950',)",pełna własność
"('Oferta biura nieruchomości',)","('48m 3 pokoje - 2 minuty od Metra Wilanowska!',)","('Warszawa, Mokotów',)","('575000',)","('11979',)","('48',)","('3',)","('wtórny',)","('blok',)","('2',)","('10',)","('Brak danych',)","('1972',)",Brak danych
"('Oferta biura nieruchomości',)","('Nowoczesna architektura, funkcjonalny rozkład!',)","('Warszawa, Wawer, ul. Goździków',)","('656425',)","('7750',)","('84,70',)","('4',)","('pierwotny',)","('apartamentowiec',)","('2',)","('5',)","('inne',)","('Brak danych',)",Brak danych
"('Oferta biura nieruchomości',)","('Dwupoziomowe mieszkanie na Białołęce',)","('Warszawa, Białołęka, Pasłęcka',)","('540000',)","('6207',)","('87',)","('4',)","('wtórny',)","('blok',)","('5',)","('3',)","('żelbet',)","('5',)",Brak danych
"('Oferta prywatna',)","('Terespolska - kom. lokatorska i miejsce park.',)","('Warszawa, Praga-Południe, ul. Terespolska',)","('410000',)","('11187',)","('36,65',)","('2',)","('wtórny',)","('Brak danych',)","('5',)","('6',)","('Brak danych',)","('Brak danych',)",pełna własność
"('Oferta biura nieruchomości',)","('Mieszkanie, 64 m², Warszawa',)","('Warszawa, Praga-Południe, Gocław',)","('485000',)","('7578',)","('64',)","('3',)","('wtórny',)","('Brak danych',)","('7',)","('8',)","('wielka płyta',)","('1976',)",Brak danych
"('Oferta biura nieruchomości',)","('Kameralny apartamentowiec na Sadybie',)","('Warszawa, Mokotów, Sadyba',)","('952269',)","('11100',)","('85,79',)","('4',)","('pierwotny',)","('apartamentowiec',)","('2',)","('5',)","('Brak danych',)","('2020',)",Brak danych
"('Oferta biura nieruchomości',)","('Ustawne 4 pokoje w świetnej cenie!',)","('Warszawa, Wawer, ul. Goździków',)","('580788',)","('7650',)","('75,92',)","('4',)","('pierwotny',)","('apartamentowiec',)","('1',)","('5',)","('inne',)","('Brak danych',)",Brak danych
"('Oferta biura nieruchomości',)","('Condohotel 18-40 m2 - Doskonałą Lokata Kapitału!!!',)","('Warszawa, Śródmieście',)","('340000',)","('8947',)","('38',)","('2',)","('pierwotny',)","('Brak danych',)","('Brak danych',)","('Brak danych',)","('Brak danych',)","('Brak danych',)",Brak danych
"('Oferta biura nieruchomości',)","('Gorąca Oferta - Apartament 3 pokoje z Tarasem',)","('Warszawa, Wola',)","('570000',)","('9048',)","('63',)","('3',)","('pierwotny',)","('Brak danych',)","('Brak danych',)","('Brak danych',)","('Brak danych',)","('Brak danych',)",pełna własność
"('Oferta biura nieruchomości',)","('Mini-apart Idealny na Inwestycje Booking & Airbnb',)","('Warszawa, Śródmieście',)","('220000',)","('11000',)","('20',)","('1',)","('pierwotny',)","('Brak danych',)","('Brak danych',)","('Brak danych',)","('Brak danych',)","('Brak danych',)",Brak danych
"('Oferta biura nieruchomości',)","('Apartament z balkonem przy Łazienkach Królewskich',)","('Warszawa, Śródmieście, Kręta',)","('1690000',)","('18274',)","('92,48',)","('3',)","('wtórny',)","('kamienica',)","('2',)","('4',)","('Brak danych',)","('1956',)",pełna własność
"('Oferta biura nieruchomości',)","('Stylowy Apartament przy Stacji Metra Płocka',)","('Warszawa, Wola, ul. Skierniewicka',)","('830000',)","('13730',)","('60,45',)","('3',)","('wtórny',)","('apartamentowiec',)","('2',)","('8',)","('Brak danych',)","('2017',)",pełna własność
"('Oferta prywatna',)","('BEZPOŚREDNIO, nowoczesne, 3-pokojowe, Bemowo',)","('Warszawa, Bemowo, ul. Szeligowska, ROBYG',)","('680000',)","('10557',)","('64,41',)","('3',)","('wtórny',)","('blok',)","('6',)","('6',)","('Brak danych',)","('2017',)",pełna własność
"('Oferta biura nieruchomości',)","('Piękna, zielona okolica! OGRÓDEK 127m2!',)","('Warszawa, Wawer, ul. Goździków',)","('708084',)","('7650',)","('92,56',)","('4',)","('pierwotny',)","('apartamentowiec',)","('parter',)","('5',)","('inne',)","('2019',)",Brak danych
"('Oferta prywatna',)","('Bezpośrednio apartament dwupoziomowy 116 m !!!',)","('Warszawa, Bemowo',)","('890000',)","('7659',)","('116,20',)","('4',)","('wtórny',)","('blok',)","('3',)","('4',)","('Brak danych',)","('2001',)",pełna własność
"('Oferta biura nieruchomości',)","('Ustawna kawalerka do Galerii Mokotow 5 min!',)","('Warszawa, Mokotów, Domaniewska',)","('449000',)","('12102',)","('37,10',)","('1',)","('wtórny',)","('apartamentowiec',)","('2',)","('11',)","('cegła',)","('2006',)",pełna własność
"('Oferta biura nieruchomości',)","('3 pokoje, Bemowo ul. Zaborowska',)","('Warszawa, Bemowo',)","('580000',)","('7342',)","('79',)","('3',)","('wtórny',)","('blok',)","('4',)","('4',)","('cegła',)","('1997',)",spółdzielcze własnościowe
"('Oferta biura nieruchomości',)","('Nowe mieszkanie na Mokotowie - ul.Komputerowa',)","('Warszawa, Mokotów',)","('600000',)","('13333',)","('45',)","('2',)","('wtórny',)","('apartamentowiec',)","('parter',)","('6',)","('cegła',)","('2019',)",Brak danych
"('Oferta biura nieruchomości',)","('Duże mieszkanie dla rodziny, SUPER CENA! Gotowe!',)","('Warszawa, Wawer, ul. Goździków',)","('673060',)","('7300',)","('92,20',)","('4',)","('pierwotny',)","('apartamentowiec',)","('3',)","('5',)","('inne',)","('2019',)",Brak danych
"('Oferta prywatna',)","('55m, 3 pokoje, Anin - do remontu, bezpośrednio',)","('Warszawa, Wawer, ul. Romana Pazińskiego',)","('420000',)","('7636',)","('55',)","('3',)","('wtórny',)","('blok',)","('2',)","('2',)","('cegła',)","('1972',)",spółdzielcze własnościowe
"('Oferta prywatna',)","('Mieszkanie inwestycyjne, 3800zł miesiecznie',)","('Warszawa, Bemowo',)","('529000',)","('10796',)","('49',)","('4',)","('wtórny',)","('blok',)","('5',)","('10',)","('beton',)","('1970',)",Brak danych
"('Oferta prywatna',)","('Mieszkanie na Mokotowie, Mokotów',)","('Warszawa, Mokotów',)","('450000',)","('11842',)","('38',)","('2',)","('wtórny',)","('blok',)","('7',)","('12',)","('beton',)","('Brak danych',)",pełna własność
"('Oferta prywatna',)","('Przestronne 3 pokoje (80,74 m2) Gocław Ludwisarska',)","('Warszawa, Praga-Południe, ul. Ludwisarska 9',)","('679000',)","('8383',)","('81',)","('3',)","('wtórny',)","('blok',)","('2',)","('3',)","('cegła',)","('2006',)",pełna własność
"('Oferta biura nieruchomości',)","('Oddanie inwestycji w styczniu, dobra cena!',)","('Warszawa, Mokotów, ul. Cybernetyki',)","('655841',)","('11188',)","('58,62',)","('3',)","('pierwotny',)","('apartamentowiec',)","('2',)","('7',)","('inne',)","('Brak danych',)",Brak danych
"('Oferta prywatna',)","('3 pokoje, dobry stan, ul. 1 Sierpnia, BEZPOŚREDNIO',)","('Warszawa, Ochota',)","('499000',)","('9980',)","('50',)","('3',)","('wtórny',)","('blok',)","('7',)","('10',)","('Brak danych',)","('1976',)",pełna własność
"('Oferta biura nieruchomości',)","('3 pokoje, Ursus ul. Apartamentowa',)","('Warszawa, Ursus',)","('720000',)","('8372',)","('86',)","('3',)","('wtórny',)","('blok',)","('1',)","('3',)","('cegła',)","('2002',)",pełna własność
"('Oferta biura nieruchomości',)","('Atrakcyjne w kamienicy Stary Mokotów',)","('Warszawa, Mokotów, Sandomierska',)","('520000',)","('13000',)","('40',)","('1',)","('wtórny',)","('kamienica',)","('parter',)","('3',)","('cegła',)","('1938',)",pełna własność
"('Oferta biura nieruchomości',)","('Dogodna komunikacja z innymi dzielnicami!',)","('Warszawa, Mokotów, ul. Cybernetyki',)","('697419',)","('11875',)","('58,73',)","('3',)","('pierwotny',)","('apartamentowiec',)","('7',)","('7',)","('inne',)","('Brak danych',)",Brak danych
"('Oferta biura nieruchomości',)","('4pokojowe, 74m2, Ursynów',)","('Warszawa, Ursynów',)","('655000',)","('8851',)","('74',)","('4',)","('wtórny',)","('Brak danych',)","('2',)","('4',)","('Brak danych',)","('1977',)",Brak danych
